scenario_id,terrain_type,selected_blue_id,selected_red_id,selected_advantage,blue_doctrinal_alignment,red_doctrinal_alignment,path_optionality,vertex_parsimony,worldline_completion,council_diversity,revised_diversity,consensus_gap,adversarial_pressure,robustness_margin,pressure_reduction,n_blue_candidates,n_revised_candidates,selected_round,blue_wins
air-defense-172,air_defense,803c3610,6aadfb82,0.49128097928000425,0.86,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0038680191650610207,0.6527892182269,0.0038680191650610207,-0.0137002854095567,5,2,1,True
humanitarian-evacuation-173,urban_humanitarian,e6313576,65e547eb,0.5195105570202896,1.0,0.815,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.00596063549157394,0.5873497043033792,0.012451715151070242,0.03866770019644494,5,2,1,True
urban-172,urban,57b0104c,139cb238,0.5295213132518559,0.9550000000000001,0.77,0.0,0.5,0.0,0.89,0.6666666666666667,0.013857124638646356,0.5869390222915041,0.0,0.03484246605891794,5,2,0,True
maritime-173,maritime,b4014a8c,e5a3d32c,0.5269152362444733,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.041370309203547895,0.5885540677922267,0.041370309203547895,0.03108343160493665,5,2,1,True
multi-domain-174,mixed,7795181d,288d6507,0.5345227086207376,0.77,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,0.5714285714285714,0.015424558316947834,0.6301433264916934,0.0,0.010347692976452216,5,2,0,False
air-defense-175,air_defense,d500a609,da59eccd,0.5125719204919459,0.86,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.008993677139136791,0.5997406992972819,0.0,0.04143934907294622,5,2,0,True
humanitarian-evacuation-176,urban_humanitarian,cd5256fa,c5ab01ac,0.5236525428981907,1.0,0.815,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.009131773409378208,0.5774827120487921,0.009131773409378208,0.02550767191087333,5,2,1,True
urban-175,urban,6de3f303,00e74de7,0.503285180955868,0.9550000000000001,0.77,0.0,0.5,0.0,0.89,0.6666666666666667,0.003258794156153655,0.6206714828492257,0.0,0.01963359051580671,5,2,0,True
maritime-176,maritime,fbe3070f,b47741ec,0.497755753499865,0.815,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.007929773481793911,0.6405315175545716,0.007929773481793911,-0.022909381872298074,5,2,1,True
multi-domain-177,mixed,f06879f4,f936ead0,0.5072719977267107,0.77,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,0.5714285714285714,0.017611212325757075,0.6681846945183969,0.0,-0.025622873465227736,5,2,0,False
air-defense-178,air_defense,2a0a43b2,147fd6b7,0.5125392069859497,0.86,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0010940920303504909,0.5934646105824023,0.0,0.041268260846343385,5,2,0,True
humanitarian-evacuation-179,urban_humanitarian,26f6d752,3e9857dd,0.5158940388672912,1.0,0.86,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.003156214486390141,0.5859891719806432,0.0116692796565106,0.05082844115077534,5,2,1,True
urban-178,urban,29a4f94a,cba8e7bf,0.531767903979908,1.0,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.00780373956299496,0.6170864562512105,0.00780373956299496,0.0027037302737217273,5,2,1,True
maritime-179,maritime,1852dcdc,f1279f07,0.5012200001301508,0.815,0.9550000000000001,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.005789144454575235,0.6373865108652218,0.0063031709406154435,-0.02455931723944338,5,2,1,True
multi-domain-180,mixed,1c89aef9,c957b7fb,0.49653169021831456,0.9550000000000001,0.815,0.0,0.5,1.0,0.9400000000000001,1.0,0.021604774494599743,0.6258559009485746,0.034379858340396474,-0.021374607401813184,5,2,1,False
air-defense-181,air_defense,8b286872,bac403f6,0.5044853050884744,1.0,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.004982222171638184,0.6258559009485746,0.004982222171638184,-0.02757152596641743,5,2,1,False
humanitarian-evacuation-182,urban_humanitarian,6e864984,2ee59927,0.5175951750789511,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0023924396951408577,0.5961562627824526,0.0023924396951408577,-0.007450486970758785,5,2,1,True
urban-181,urban,6e746d0a,1f3a9453,0.4941976187651844,0.815,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.0014349095000881773,0.6462283825110327,0.0,-0.007241373391613459,5,2,0,False
maritime-182,maritime,240c114f,cbd580a4,0.503130510762869,1.0,0.86,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.0207712225677536,0.6251195215071577,0.0207712225677536,-0.018563442758766424,5,2,1,True
multi-domain-183,mixed,210f88ff,3efe05cc,0.4846662194864573,0.77,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.015039338263643898,0.6599115717399534,0.021527173724603665,-0.032875101861176925,5,2,1,False
air-defense-184,air_defense,978b8c8a,13aca15f,0.49878525723156003,1.0,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.008236393015553345,0.6288100285697755,0.008236393015553345,0.011573014370231727,5,2,1,True
humanitarian-evacuation-185,urban_humanitarian,b8f699f0,6c7bd7cb,0.5372850912292095,1.0,0.9550000000000001,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.007779292332959098,0.5449512760254591,0.007779292332959098,0.03537842113984202,5,2,1,True
urban-184,urban,bacaab54,c99cc2c7,0.5088586169346749,1.0,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.006551147309795613,0.6647522107785198,0.006551147309795613,-0.03111255163372506,5,2,1,True
maritime-185,maritime,c01878a6,2cc6f5d3,0.5204170554122096,0.86,0.805,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.00268672169965245,0.6041412395029875,0.00268672169965245,0.017985759290612302,5,2,1,True
multi-domain-186,mixed,1c37d853,7b1dbac0,0.5218070901863399,1.0,0.805,0.0,0.5,0.0,0.9400000000000001,1.0,0.002131460063443613,0.6316785690663814,0.02255941343963025,0.010220719846097182,5,2,1,False
air-defense-187,air_defense,edd99b8e,4cd5716b,0.4769135522793656,0.86,0.86,0.0,0.5,0.0,0.3333333333333334,0.5,0.004972497782039231,0.6746718658832833,0.004972497782039231,-0.016677289434885223,5,2,1,False
humanitarian-evacuation-188,urban_humanitarian,b0c93b54,b9dbd3f6,0.5047497685846072,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0015196852234215519,0.6111078402438799,0.0015196852234215519,-0.010572749313358498,5,2,1,True
urban-187,urban,59489607,a46a7a5e,0.5220001827625681,0.815,0.77,0.0,0.5,0.0,0.89,0.6666666666666667,0.0013769701379841015,0.6063332810937107,0.0,0.0005886437737686601,5,2,0,True
maritime-188,maritime,53bf54a7,b145af14,0.4755561233585864,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.021343108720741244,0.6777521233102565,0.023158254409217705,-0.048980937207988684,5,2,1,True
multi-domain-189,mixed,dd945e85,9b9d908e,0.5161636454970143,0.77,0.815,0.0,0.5,1.0,0.9400000000000001,1.0,0.01681339535512777,0.6217162337789552,0.020575287445122048,-0.014007847814271335,5,2,1,True
air-defense-190,air_defense,774fef40,765829f9,0.5461975130275087,0.86,0.9550000000000001,0.0,0.5,0.0,0.3333333333333334,0.5,0.018372885498301128,0.5189693439724117,0.0,0.0620717722654438,5,2,0,True
humanitarian-evacuation-191,urban_humanitarian,f06c03fb,6fa3a7d1,0.5207032338243628,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.006960690859331653,0.5694987279250032,0.0,0.026155398234066984,5,2,0,True
