scenario_id,terrain_type,framing,advantage_single,advantage_sampled,advantage_doctrine_aware,nash_gap_single,nash_gap_sampled,nash_gap_doctrine_aware,blue_doctrinal_alignment,blue_path_optionality,blue_vertex_parsimony,blue_worldline_completion,red_doctrinal_alignment_single,red_doctrinal_alignment_sampled,red_doctrinal_alignment_doctrine_aware,red_doctrinal_alignment_llm,candidate_diversity,candidate_quality_spread,n_pareto_optimal,selection_quality_regret,selection_doctrinal_gain,selection_changed,blue_wins_single,blue_wins_sampled,blue_wins_doctrine_aware,advantage_llm,nash_gap_llm,blue_wins_llm,llm_response_actions,advantage_council,blue_wins_council,council_diversity,council_revised_diversity,council_consensus_gap,council_adversarial_pressure,council_robustness_margin,council_pressure_reduction,council_selected_round,council_path_optionality,council_vertex_parsimony,council_worldline_completion
humanitarian-evacuation-134,urban_humanitarian,blue,0.5526340370360441,0.46707402195789516,0.46707402195789516,0.09373192592791191,0.26485195608420975,0.26485195608420975,1.0,0.0,0.5555555555555556,0.0,0.9550000000000001,0.9550000000000001,0.9550000000000001,1.0,0.5625000000000001,0.34224006031259574,2,0.0,0.0,False,True,True,True,0.4836790737869445,0.2316418524261108,True,4,0.5136719226901634,True,0.28571428571428564,0.4444444444444444,0.0077433004997937704,0.599952823748076,0.012315759558648831,0.04029677640979945,1,0.0,0.5,0.0
urban-133,urban,blue,0.5018385930243339,0.5018385930243339,0.5018385930243339,0.27043340960654527,0.27043340960654527,0.27043340960654527,1.0,0.5,0.8,0.0,0.77,0.77,0.77,1.0,0.8154761904761906,0.23739006661747064,2,0.0,0.0,False,True,True,True,0.5035593583575897,0.26699187894003407,True,4,0.5010003816869966,True,0.89,0.6666666666666667,0.004747791407300361,0.662462024210237,0.004747791407300361,-0.026308762474403502,1,0.0,0.5,0.0
maritime-134,maritime,neutral,0.5319471531949329,0.4926651897469145,0.4926651897469145,0.16810569361013417,0.24666962050617114,0.24666962050617114,0.815,0.0,0.5,0.0,0.805,0.805,0.805,1.0,0.6982142857142858,0.26443306960308244,1,0.0,0.0,False,True,True,True,0.5004662942327096,0.23106741153458055,True,4,0.4935269558728925,True,0.39999999999999997,0.5714285714285714,0.03040767650004561,0.646526297950707,0.03040767650004561,0.006083617236862016,1,0.0,0.5,0.0
multi-domain-135,mixed,adversary,0.5461062913026486,0.5068243278546303,0.5068243278546303,0.19642396982556587,0.2749878967216026,0.2749878967216026,0.725,0.0,0.5,0.0,0.805,0.805,0.805,1.0,0.6982142857142858,0.26443306960308244,1,0.0,0.0,False,True,True,True,0.5044706880326167,0.2796951763656297,False,4,0.5357725311564348,True,0.9400000000000001,1.0,0.04166369213031196,0.5903534235990542,0.05161143286592523,0.024093327692818023,1,0.0,0.5,1.0
air-defense-136,air_defense,adversary,0.5363402813142771,0.4714291277485685,0.4901651897469145,0.14931943737144593,0.279141744502863,0.24166962050617102,0.665,0.0,0.5,0.0,0.85,0.805,0.85,1.0,0.6916666666666668,0.25964461426283436,2,0.0,0.0,False,True,False,False,0.48823407111318845,0.24553185777362296,False,4,0.48410737791074465,False,0.3333333333333334,0.5,0.005079786724029034,0.6603654538750028,0.005079786724029034,-0.019416284343851675,1,0.0,0.5,0.0
humanitarian-evacuation-137,urban_humanitarian,blue,0.4870464420650842,0.4820925734965008,0.4820925734965008,0.22490711586983148,0.23481485300699845,0.23481485300699845,1.0,0.0,0.5555555555555556,0.0,1.0,1.0,1.0,1.0,0.5577380952380953,0.2338511714688462,1,0.0,0.0,False,True,True,True,0.48713833214166025,0.22472333571667935,True,4,0.49974586707834845,True,0.28571428571428564,0.4444444444444444,0.0005888653374296338,0.6149157555999267,0.0,0.003982044304367216,0,0.0,0.5,0.0
urban-136,urban,blue,0.5431113683427418,0.4761644864637821,0.4761644864637821,0.12048626077356195,0.2543800245314811,0.2543800245314811,1.0,0.5,0.8,0.0,0.77,0.77,0.77,1.0,0.7857142857142857,0.32132946603080476,2,0.0,0.0,False,True,True,True,0.4915025707124692,0.2237038560341067,True,4,0.5217753507825367,True,0.89,0.6666666666666667,0.015337979179092909,0.5884395402864958,0.015337979179092909,0.03398708844418252,1,0.0,0.5,0.0
maritime-137,maritime,neutral,0.49354511107571725,0.49354511107571725,0.49354511107571725,0.24490977784856538,0.24490977784856538,0.24490977784856538,0.815,0.0,0.5,0.0,0.665,0.665,0.665,1.0,0.6559523809523811,0.23151529769528842,2,0.0616388690010119,0.09499999999999997,True,True,True,True,0.4967171702176073,0.23856565956478537,True,4,0.4897862208149695,True,0.39999999999999997,0.5714285714285714,0.0014037212397958188,0.6552679214734468,0.0014037212397958188,-0.03498130581170822,1,0.0,0.5,0.3333333333333333
multi-domain-138,mixed,adversary,0.48785515888977304,0.48785515888977304,0.48785515888977304,0.23352987347667709,0.23352987347667709,0.23352987347667709,0.725,0.0,0.5,0.0,0.665,0.665,0.665,1.0,0.6559523809523811,0.23151529769528842,2,0.0616388690010119,0.09499999999999997,True,False,False,False,0.49039179642344316,0.22845659840933674,False,4,0.48042097016725827,True,0.9400000000000001,1.0,0.025491526700505696,0.6626185183969808,0.0436898266996425,0.005414499655027383,1,0.0,0.5,1.0
air-defense-139,air_defense,adversary,0.5044103053802659,0.4808563121177272,0.4808563121177272,0.21317938923946822,0.26028737576454564,0.26028737576454564,0.665,0.0,0.5,0.0,0.665,0.805,0.805,1.0,0.5827380952380954,0.317853165955979,2,0.0,0.0,False,True,True,True,0.49258584645118253,0.23682830709763492,True,4,0.4940116642169625,True,0.3333333333333334,0.5,0.0029023258388291007,0.6418170346694607,0.0029023258388291007,-0.05231701214137674,1,0.0,0.5,0.0
humanitarian-evacuation-140,urban_humanitarian,blue,0.4946104067862381,0.4792594474018163,0.4792594474018163,0.2097791864275238,0.24048110519636756,0.24048110519636756,1.0,0.0,0.5555555555555556,0.0,1.0,0.86,0.86,1.0,0.48214285714285715,0.18729191421715974,2,0.061403837537687134,0.14,True,True,True,True,0.4832075412734691,0.23258491745306165,True,4,0.4973957352516013,True,0.28571428571428564,0.4444444444444444,0.001591150293289767,0.6301731532909414,0.001591150293289767,-0.01722822140459135,1,0.0,0.5,0.0
urban-139,urban,blue,0.4705172826783113,0.4705172826783113,0.4705172826783113,0.24951207457411018,0.24951207457411018,0.24951207457411018,1.0,0.5,0.8,0.0,0.59,0.59,0.59,1.0,0.7619047619047619,0.2690271678508169,2,0.16992879630979088,0.32000000000000006,True,True,True,True,0.4893296852294204,0.21188726947189185,True,4,0.5052626156270604,True,0.89,0.6666666666666667,0.014694193048861992,0.604770741302948,0.014694193048861992,0.017831782370512195,1,0.0,0.5,0.0
maritime-140,maritime,neutral,0.5129225328280745,0.47098922108003244,0.47098922108003244,0.2061549343438509,0.290021557839935,0.290021557839935,0.815,0.0,0.5,0.0,0.44,0.805,0.805,1.0,0.744047619047619,0.3156779126070007,1,0.0,0.0,False,True,True,True,0.5002601700038446,0.2314796599923108,True,4,0.5305194348959155,True,0.39999999999999997,0.5714285714285714,0.025699124450989486,0.5815657675847292,0.025699124450989486,0.006835182315746979,1,0.0,0.5,0.0
multi-domain-141,mixed,adversary,0.5275571504766213,0.4856238387285792,0.4856238387285792,0.23542416964094448,0.3192907931370286,0.3192907931370286,0.725,0.0,0.5,0.0,0.44,0.805,0.805,1.0,0.744047619047619,0.3156779126070007,1,0.0,0.0,False,True,False,False,0.5133874432887191,0.26376358401674915,False,4,0.5141208469811819,False,0.9400000000000001,1.0,0.004258667664040594,0.6436321787112901,0.015790177821473517,-0.013693311291660737,1,0.0,0.5,1.0
air-defense-142,air_defense,adversary,0.5506964954526969,0.50083892288626,0.5060220530108609,0.12060700909460609,0.22032215422748003,0.20995589397827819,0.665,0.0,0.5,0.0,0.625,0.62,0.805,1.0,0.6732142857142858,0.19943029026574827,2,0.020732520498404017,0.18500000000000005,True,True,True,False,0.48903083207387854,0.2439383358522429,False,4,0.5014328823546738,True,0.3333333333333334,0.5,0.011941446298724123,0.6347388726672126,0.011941446298724123,0.010327155237370156,1,0.0,0.5,0.0
humanitarian-evacuation-143,urban_humanitarian,blue,0.4665138910792988,0.4665138910792988,0.4688899837602767,0.26597221784140235,0.26597221784140235,0.2612200324794465,1.0,0.0,0.5555555555555556,0.0,0.775,0.775,0.8200000000000001,1.0,0.6785714285714287,0.20117270176233376,3,0.0858854853032488,0.22499999999999998,True,True,True,True,0.48793742444775623,0.2231251511044876,True,4,0.5073376319661629,True,0.28571428571428564,0.4444444444444444,0.007495302022808792,0.6121920568745433,0.008676011354123547,0.019196574232190566,1,0.0,0.5,0.0
urban-142,urban,blue,0.5246157358735654,0.4814403158551591,0.4877393200564024,0.19716978941471974,0.2835206294515322,0.27092262104904563,1.0,0.5,0.8,0.0,0.77,0.725,0.77,1.0,0.7857142857142858,0.2542587554127141,2,0.025196016804973242,0.04500000000000004,True,True,True,True,0.4956713718404866,0.25505851748087727,True,4,0.49665853878505317,True,0.89,0.6666666666666667,0.005752974370980657,0.6511740601134495,0.005752974370980657,-0.007301836087238556,1,0.0,0.5,0.0
maritime-143,maritime,neutral,0.5401749563055039,0.4778591824068982,0.4778591824068982,0.1516500873889921,0.27628163518620363,0.27628163518620363,0.815,0.0,0.5,0.0,0.62,0.665,0.665,1.0,0.7547619047619049,0.301070149139315,2,0.06906142278234045,0.09499999999999997,True,True,True,True,0.49299197771432435,0.2460160445713513,True,4,0.4927826634995919,True,0.39999999999999997,0.5714285714285714,0.006441279435737246,0.6481146186810764,0.006441279435737246,-0.024543358729239406,1,0.0,0.5,0.0
multi-domain-144,mixed,adversary,0.5406198081238097,0.47830403422520396,0.47830403422520396,0.15253979102560367,0.2771713388228152,0.2771713388228152,0.725,0.0,0.5,0.0,0.62,0.665,0.665,1.0,0.7547619047619049,0.301070149139315,2,0.06906142278234045,0.09499999999999997,True,True,False,False,0.49545152986278773,0.24287634754764764,False,4,0.48957676768886466,False,0.9400000000000001,1.0,0.0033639036165766245,0.6554161139391425,0.030644501859692475,-0.039720651045141664,1,0.0,0.5,1.0
air-defense-145,air_defense,adversary,0.5174749208622647,0.49357759543696555,0.5174749208622647,0.18705015827547067,0.23484480912606887,0.18705015827547067,0.665,0.0,0.5,0.0,0.85,0.5800000000000001,0.85,1.0,0.5946428571428574,0.24337879720373512,2,0.09558930170119617,0.2699999999999999,True,True,True,True,0.4870562483485595,0.24788750330288112,True,4,0.49403453642237116,True,0.3333333333333334,0.5,0.00035163861120274253,0.628110872835518,0.0,0.006685428654979342,0,0.0,0.5,0.0
humanitarian-evacuation-146,urban_humanitarian,blue,0.514024064477083,0.47983401512289026,0.47983401512289026,0.17095187104583376,0.23933196975421955,0.23933196975421955,1.0,0.0,0.5555555555555556,0.0,1.0,1.0,1.0,1.0,0.6035714285714284,0.2463124662754015,1,0.0,0.0,False,True,True,True,0.4883571443671046,0.222285711265791,True,4,0.5200245785512017,True,0.28571428571428564,0.4444444444444444,0.0041116508946804076,0.5881896694883444,0.0041116508946804076,-0.0032386675794164876,1,0.0,0.5,0.0
urban-145,urban,blue,0.56178779819106,0.516410406049335,0.516410406049335,0.2673894772605736,0.35814426154402357,0.35814426154402357,1.0,0.5,0.8,0.0,0.545,0.59,0.59,1.0,0.767857142857143,0.27079012127881175,3,0.04525200623050013,0.18000000000000005,True,True,True,True,0.5335825464468167,0.32379998074906036,True,4,0.5592815698170663,True,0.89,0.6666666666666667,0.0012268643286503234,0.6099765330252014,0.0012268643286503234,0.032839311255567716,1,0.0,0.5,0.0
maritime-146,maritime,neutral,0.48464140788270427,0.4766691376386616,0.4766691376386616,0.26271718423459145,0.2786617247226768,0.2786617247226768,0.815,0.0,0.5,0.0,0.575,0.665,0.665,1.0,0.7345238095238097,0.3057916515660628,2,0.0,0.0,False,True,True,True,0.4958739904463015,0.2402520191073969,True,4,0.5120088201342131,True,0.39999999999999997,0.5714285714285714,0.03066826834896813,0.604849476994646,0.03066826834896813,-0.0021299025478731526,1,0.0,0.5,0.0
multi-domain-147,mixed,adversary,0.49768373586857284,0.48971146562453016,0.48971146562453016,0.2888018402063286,0.30474638069441395,0.30474638069441395,0.725,0.0,0.5,0.0,0.575,0.665,0.665,1.0,0.7345238095238097,0.3057916515660628,2,0.0,0.0,False,True,True,True,0.5075660270072802,0.26903725792891375,True,4,0.5132512905672181,True,0.9400000000000001,1.0,0.013226939534032423,0.6284491921003733,0.023948157199339182,0.008720195561031652,1,0.0,0.5,1.0
air-defense-148,air_defense,adversary,0.5003199929432741,0.479105782364388,0.479105782364388,0.22136001411345196,0.26378843527122386,0.26378843527122386,0.665,0.0,0.5,0.0,0.76,0.665,0.665,1.0,0.6595238095238095,0.34488129257226885,4,0.0,0.0,False,True,True,True,0.4938870266172065,0.23422594676558695,False,4,0.505020687262644,True,0.3333333333333334,0.5,0.005966269168594607,0.6138257427377842,0.005966269168594607,0.0040404264026461245,1,0.0,0.5,0.25
humanitarian-evacuation-149,urban_humanitarian,blue,0.5042421276391938,0.49373671606116537,0.49373671606116537,0.19051574472161237,0.2115265678776692,0.2115265678776692,1.0,0.0,0.5555555555555556,0.0,0.9550000000000001,0.815,0.815,1.0,0.6071428571428571,0.20130069008027776,2,0.008488548671401724,0.14000000000000012,True,True,True,True,0.4932469969799147,0.21250600604017067,True,4,0.5227928274590303,True,0.28571428571428564,0.4444444444444444,8.965138727545785e-05,0.5700898554649237,0.0,0.03888060960383233,0,0.0,0.5,0.0
urban-148,urban,blue,0.5472211555203309,0.5241862680145746,0.5241862680145746,0.27215257707015117,0.31822235208166383,0.31822235208166383,1.0,0.5,0.8,0.0,0.59,0.59,0.59,1.0,0.7619047619047619,0.20853125336073972,4,0.16225554416478002,0.32000000000000006,True,True,True,True,0.5283956363635671,0.30980361538367873,True,4,0.5366979151974589,True,0.89,0.6666666666666667,0.0004122920107954009,0.623454139974626,0.0,0.022137409804219854,0,0.0,0.5,0.0
maritime-149,maritime,neutral,0.5332963642837706,0.49090849394916797,0.49090849394916797,0.1654072714324588,0.25018301210166394,0.25018301210166394,0.815,0.0,0.5,0.0,0.485,0.665,0.665,1.0,0.725,0.1695514813384105,3,0.10112529069501736,0.14,True,True,True,True,0.49903009283172156,0.23393981433655675,True,4,0.5067281250203269,True,0.39999999999999997,0.5714285714285714,0.0122905226711576,0.625230703623829,0.0122905226711576,0.005427644463676384,1,0.0,0.5,0.3333333333333333
multi-domain-150,mixed,adversary,0.5570453911783348,0.5146575208437323,0.5146575208437323,0.21290532522158712,0.2976810658907927,0.2976810658907927,0.725,0.0,0.5,0.0,0.485,0.665,0.665,1.0,0.725,0.1695514813384105,3,0.10112529069501736,0.14,True,True,True,True,0.5151065010690117,0.2967831054402339,False,4,0.553381252269968,True,0.9400000000000001,1.0,0.030344850852288163,0.5794225029136755,0.04156348847353469,0.08363180245970825,1,0.0,0.5,1.0
air-defense-151,air_defense,adversary,0.4854259375918888,0.4799016511510229,0.4850195999936556,0.2511481248162224,0.2621966976979542,0.2519608000126887,0.665,0.0,0.5,0.0,0.85,0.805,0.85,1.0,0.6404761904761905,0.2847868574479519,2,0.02047179537053101,0.04499999999999993,True,True,True,True,0.49212922562363115,0.23774154875273767,True,4,0.5141311015339814,True,0.3333333333333334,0.5,0.010697301716573016,0.60542475059652,0.010697301716573016,0.031112616848059993,1,0.0,0.5,0.0
humanitarian-evacuation-152,urban_humanitarian,blue,0.47010349906933024,0.47010349906933024,0.47010349906933024,0.2587930018613396,0.2587930018613396,0.2587930018613396,1.0,0.0,0.5555555555555556,0.0,1.0,1.0,1.0,1.0,0.5726190476190477,0.33302295615731065,1,0.0,0.0,False,True,True,True,0.4946671767549137,0.20966564649017272,True,4,0.5220199806233157,True,0.28571428571428564,0.4444444444444444,0.0036804173916606953,0.5700004933640284,0.0,0.006349430412424972,0,0.0,0.5,0.0
urban-151,urban,blue,0.5339157163088184,0.5219234407619097,0.5219234407619097,0.26514420775125025,0.2891287588450677,0.2891287588450677,1.0,0.5,0.8,0.0,0.77,0.73,0.73,1.0,0.7500000000000002,0.26808559881940225,3,0.14814414194264217,0.18000000000000005,True,True,True,True,0.527958635009213,0.2770583703504612,True,4,0.5345243713022156,True,0.89,0.6666666666666667,0.007229902678160316,0.6084309078683197,0.0,0.026069879403384677,0,0.0,0.5,0.0
maritime-152,maritime,neutral,0.4923852642219605,0.4923852642219605,0.5043287258666791,0.247229471556079,0.247229471556079,0.2233425482666418,0.815,0.0,0.5,0.0,0.62,0.62,0.805,1.0,0.5875,0.22634904797524255,2,0.047773846578874374,0.18500000000000005,True,True,True,True,0.5002601700038446,0.2314796599923108,True,4,0.4876406226253051,True,0.39999999999999997,0.5714285714285714,0.013409229134304756,0.6562879084403337,0.021222605966180308,-0.04575133347374094,1,0.0,0.5,0.0
multi-domain-153,mixed,adversary,0.53747613258465,0.53747613258465,0.5494195942293686,0.33741120828145776,0.33741120828145776,0.3135242849920208,0.725,0.0,0.5,0.0,0.62,0.62,0.805,1.0,0.5875,0.22634904797524255,2,0.047773846578874374,0.18500000000000005,True,True,True,True,0.5424117330702474,0.3275400073102632,True,4,0.5271854778801426,True,0.9400000000000001,0.5714285714285714,0.017410162837140086,0.6548799346560379,0.0,-0.017209889624661745,0,0.0,0.5,1.0
air-defense-154,air_defense,adversary,0.5510752673979263,0.5014617775966447,0.5014617775966447,0.11984946520414752,0.21907644480671062,0.21907644480671062,0.665,0.0,0.5,0.0,0.62,0.665,0.665,1.0,0.55,0.2589575158132604,3,0.0293597860479696,0.14,True,True,True,True,0.49292173571869663,0.23615652856260683,False,4,0.49659375740101785,False,0.3333333333333334,0.5,0.007335113333484189,0.6333816388889083,0.007335113333484189,0.011043333986330395,1,0.0,0.5,0.0
humanitarian-evacuation-155,urban_humanitarian,blue,0.47362911937177143,0.47362911937177143,0.47362911937177143,0.251741761256457,0.251741761256457,0.251741761256457,1.0,0.0,0.5555555555555556,0.0,0.9550000000000001,0.9550000000000001,0.9550000000000001,1.0,0.6053571428571429,0.3273712405470607,2,0.0,0.0,False,True,True,True,0.49499962873017683,0.2090007425396463,True,4,0.5059643444259471,True,0.28571428571428564,0.4444444444444444,0.0008506684015289756,0.6056699171768435,0.0,0.012096422782289062,0,0.0,0.5,0.0
urban-154,urban,blue,0.49968935144314097,0.48026869216713014,0.48026869216713014,0.1887549154473247,0.22759623399934625,0.22759623399934625,1.0,0.5,0.8,0.0,0.725,0.77,0.77,1.0,0.75,0.25509398765176566,1,0.0,0.0,False,True,True,True,0.4875759904666641,0.21298163740027842,True,4,0.5127162950268374,True,0.89,0.6666666666666667,0.004705287606495467,0.5791813537087616,0.0,0.03294510842561982,0,0.0,0.5,0.0
maritime-155,maritime,neutral,0.5293743916857718,0.4891446465775178,0.4929611636528114,0.17325121662845633,0.2537107068449642,0.2460776726943772,0.815,0.0,0.5,0.0,0.575,0.62,0.665,1.0,0.7029761904761906,0.2601801834339951,3,0.07233275201320852,0.18500000000000005,True,True,True,True,0.4933113346075085,0.24537733078498292,True,4,0.49156132049446144,True,0.39999999999999997,0.5714285714285714,0.01813821114114772,0.6520332246403044,0.01813821114114772,-0.04250462081793982,1,0.0,0.5,0.0
multi-domain-156,mixed,adversary,0.5373477059583055,0.4971179608500515,0.5009344779253451,0.18919784517352367,0.2696573353900318,0.26202430123944453,0.725,0.0,0.5,0.0,0.575,0.62,0.665,1.0,0.7029761904761906,0.2601801834339951,3,0.07233275201320852,0.18500000000000005,True,False,False,False,0.5107095611577339,0.24247413477466662,False,4,0.5193222481064409,False,0.9400000000000001,1.0,0.05778027260460816,0.612457997961413,0.05778445422412681,0.04084804837427458,1,0.0,0.5,1.0
air-defense-157,air_defense,adversary,0.529163407712736,0.47992960011692615,0.47992960011692615,0.16367318457452806,0.26214079976614757,0.26214079976614757,0.665,0.0,0.5,0.0,0.575,0.665,0.665,1.0,0.6017857142857144,0.26991395732405093,2,0.0,0.0,False,True,False,False,0.4892259216340652,0.24354815673186958,False,4,0.5108211161452006,True,0.3333333333333334,0.5,0.01199070195951657,0.6085136333388259,0.01199070195951657,0.046991891462416224,1,0.0,0.5,0.0
humanitarian-evacuation-158,urban_humanitarian,blue,0.4869141892390638,0.48089464657751785,0.49416751911676926,0.22517162152187242,0.23721070684496448,0.21066496176646154,1.0,0.0,0.5555555555555556,0.0,0.77,0.9550000000000001,0.8200000000000001,1.0,0.5428571428571428,0.24305377148168422,2,0.0,0.0,False,True,True,True,0.49310281672296935,0.21279436655406148,True,4,0.5168864592034856,True,0.28571428571428564,0.4444444444444444,0.003010723529039361,0.5863598693295056,0.003010723529039361,0.009381182709403246,1,0.0,0.5,0.0
urban-157,urban,blue,0.497661759363003,0.45216671026062727,0.45216671026062727,0.1749462944305984,0.26593639263534996,0.26593639263534996,1.0,0.5,0.8,0.0,0.77,0.59,0.59,1.0,0.8095238095238096,0.3626475505119395,3,0.0,0.0,False,True,True,True,0.48085779926563743,0.20855421462532964,True,4,0.5185498663705591,True,0.89,0.6666666666666667,0.018327525429876035,0.5772098247250573,0.018327525429876035,0.027627078918966985,1,0.0,0.5,0.0
maritime-158,maritime,neutral,0.5152801192516575,0.49438249885173274,0.49438249885173274,0.20143976149668497,0.24323500229653439,0.24323500229653439,0.815,0.0,0.5,0.0,0.665,0.62,0.62,1.0,0.7339285714285715,0.2770257385341264,2,0.0,0.0,False,True,True,True,0.4965200593021333,0.23895988139573343,True,4,0.49399255679395987,True,0.39999999999999997,0.5714285714285714,0.018179470242196683,0.6439852461529685,0.018179470242196683,-0.062130629040541785,1,0.0,0.5,0.0
multi-domain-159,mixed,adversary,0.5232938550448988,0.5023962346449741,0.5023962346449741,0.21746723308316773,0.25926247388301715,0.25926247388301715,0.725,0.0,0.5,0.0,0.665,0.62,0.62,1.0,0.7339285714285715,0.2770257385341264,2,0.0,0.0,False,False,False,False,0.5067665614334136,0.2505218203061381,False,4,0.5094427421905757,False,0.9400000000000001,1.0,0.036230560755243,0.6291123469462194,0.04254447928476113,-0.0050477105595747584,1,0.0,0.5,1.0
air-defense-160,air_defense,adversary,0.5416603259496684,0.48612595994603414,0.4974080756979985,0.13867934810066318,0.2497480801079317,0.22718384860400298,0.665,0.0,0.5,0.0,0.665,0.62,0.805,1.0,0.6089285714285715,0.30753090043807296,2,0.04512846300785728,0.18500000000000005,True,True,True,False,0.49641458404441374,0.2291708319111725,False,4,0.49793316258979015,True,0.3333333333333334,0.5,0.0012751588965074223,0.618604034561308,0.0,0.007448707251444198,0,0.0,0.5,0.0
humanitarian-evacuation-161,urban_humanitarian,blue,0.5114232184473321,0.47992420377317285,0.47992420377317285,0.17615356310533592,0.23915159245365425,0.23915159245365425,1.0,0.0,0.5555555555555556,0.0,1.0,1.0,1.0,1.0,0.5726190476190476,0.23056659107990454,1,0.0,0.0,False,True,True,True,0.4832075412734691,0.23258491745306165,True,4,0.520912209809388,True,0.28571428571428564,0.4444444444444444,0.003213519885809424,0.5769166758436559,0.013168820949879534,0.05497501365810098,1,0.0,0.5,0.0
urban-160,urban,blue,0.49729942568496943,0.47321759557422527,0.47321759557422527,0.1618251248855651,0.20998878510705365,0.20998878510705365,1.0,0.5,0.8,0.0,0.91,0.77,0.77,1.0,0.7857142857142858,0.21845788349675543,2,0.015964848820285843,0.14,True,True,True,True,0.4780902005979658,0.20024357505957235,True,4,0.4875809139123159,True,0.89,0.6666666666666667,0.0005140334311778405,0.6258673006534027,0.0068454881092123165,-0.030554313162673874,1,0.0,0.5,0.0
maritime-161,maritime,neutral,0.5210375850589852,0.4810573025773735,0.4810573025773735,0.18992482988202974,0.26988539484525287,0.26988539484525287,0.815,0.0,0.5,0.0,0.805,0.625,0.625,1.0,0.7964285714285716,0.30626675850260593,2,0.09291616000348488,0.18000000000000005,True,True,True,True,0.49299197771432435,0.2460160445713513,True,4,0.5064657304902023,True,0.39999999999999997,0.5714285714285714,0.0005540795458265912,0.6262345262158195,0.0005540795458265912,-0.0545457714157801,1,0.0,0.5,0.3333333333333333
multi-domain-162,mixed,adversary,0.5106145036957701,0.4706342212141585,0.4706342212141585,0.1690786671555995,0.24903923211882284,0.24903923211882284,0.725,0.0,0.5,0.0,0.805,0.625,0.625,1.0,0.7964285714285716,0.30626675850260593,2,0.09291616000348488,0.18000000000000005,True,True,True,True,0.488289428513182,0.21372881752077566,False,4,0.5120101798486928,True,0.9400000000000001,1.0,0.000215766794726735,0.6362552103700024,0.02217744036867425,-0.02475035393661429,1,0.0,0.5,0.0
air-defense-163,air_defense,adversary,0.48941470196111025,0.47491094021253666,0.47491094021253666,0.24317059607777947,0.27217811957492666,0.27217811957492666,0.665,0.0,0.5,0.0,0.805,0.665,0.665,1.0,0.6517857142857144,0.30181266922861827,3,0.05801504699429427,0.14,True,True,True,True,0.493250171366088,0.23549965726782407,False,4,0.5103806487498174,True,0.3333333333333334,0.5,0.007790927251042579,0.6009046896965894,0.0,-0.0049113124204615,0,0.0,0.5,0.0
humanitarian-evacuation-164,urban_humanitarian,blue,0.4907682046519385,0.46680878734432263,0.47875214441991837,0.2174635906961231,0.2653824253113548,0.24149571116016322,1.0,0.0,0.5555555555555556,0.0,1.0,0.815,1.0,1.0,0.5952380952380951,0.2954978114178921,3,0.04777342830238307,0.18500000000000005,True,True,True,True,0.48655775846534643,0.2258844830693072,True,4,0.5085879658059679,True,0.28571428571428564,0.4444444444444444,0.005128467868226627,0.6049718018602932,0.005128467868226627,0.013802249818463563,1,0.0,0.5,0.0
urban-163,urban,blue,0.5481784483953945,0.4990082141373933,0.5070435541742886,0.14130479174078348,0.239645260256786,0.22357458018299536,1.0,0.5,0.8,0.0,0.91,0.545,0.73,1.0,0.7142857142857145,0.19668093703200493,3,0.1628242703349211,0.365,True,True,True,True,0.49716198403024664,0.2433377204710796,True,4,0.5078344998619156,True,0.89,0.6666666666666667,0.014203166354534114,0.6312831548603575,0.014203166354534114,-0.003582342282102635,1,0.0,0.5,0.0
maritime-164,maritime,neutral,0.5500733326681414,0.48163154010787185,0.48163154010787185,0.13185333466371718,0.2687369197842564,0.2687369197842564,0.815,0.0,0.5,0.0,0.5800000000000001,0.665,0.665,1.0,0.7214285714285715,0.3157087669121485,2,0.05851722032257678,0.14,True,True,True,True,0.4939508759713182,0.2440982480573637,True,4,0.5331865120510041,True,0.39999999999999997,0.5714285714285714,0.019820068308021077,0.5755842848076164,0.026322578184627465,0.07322278338322652,1,0.0,0.5,0.3333333333333333
multi-domain-165,mixed,adversary,0.5231937979869578,0.4547520054266882,0.4547520054266882,0.07809426530134989,0.2149778504218891,0.2149778504218891,0.725,0.0,0.5,0.0,0.5800000000000001,0.665,0.665,1.0,0.7214285714285715,0.3157087669121485,2,0.05851722032257678,0.14,True,True,False,False,0.4645689169328883,0.19534402740948886,False,4,0.49123601193645994,False,0.9400000000000001,1.0,0.003556497169853401,0.6057262156743374,0.0223455766553729,0.04256775697619786,1,0.0,0.5,1.0
air-defense-166,air_defense,adversary,0.4864255283803529,0.46827496623876697,0.4841630309843689,0.24914894323929415,0.28545006752246604,0.25367393803126204,0.665,0.0,0.5,0.0,0.805,0.665,0.71,1.0,0.6654761904761906,0.3134918365701062,3,0.008419085423196193,0.14,True,False,False,True,0.49412977804070546,0.23374044391858906,False,4,0.4995624936361629,False,0.3333333333333334,0.5,0.0027578766921354525,0.6253323216372989,0.0,0.021512784189584466,0,0.0,0.5,0.0
humanitarian-evacuation-167,urban_humanitarian,blue,0.5327726220098177,0.4843586663135465,0.4843586663135465,0.13345475598036471,0.23028266737290704,0.23028266737290704,1.0,0.0,0.5555555555555556,0.0,1.0,0.86,0.86,1.0,0.5000000000000001,0.27180026208945,2,0.003867645446472223,0.14,True,True,True,True,0.48990320696026535,0.21919358607946915,True,4,0.5183703517685767,True,0.28571428571428564,0.4444444444444444,0.001896661128115651,0.5740240858846544,0.0,0.005407405227649709,0,0.0,0.5,0.0
